name	mbid	artist_ref
It's Raining Men	4a5e2e93-e2a0-4d32-9115-aa7e78152b5f	439
It's Working	a3dbbb1f-f158-4dec-8276-b03a44f2084b	2178
Jack, You're Dead!	a958ba37-0e0e-490d-a003-7fc1de68a245	2275
Jacqueline	3a7e2758-d281-4740-a47c-0481b604c16c	1609
Jailhouse Rock	fb12c02e-738f-4aac-ac7e-6fdeeaec308a	2018
Jazz	bad40e7b-08e0-4735-943e-cecdb9d20f3b	1727
Jet (Ben Klock Remix)	381fa084-c3d9-410b-bf58-b522241957e8	124
Jigsaw Falling Into Place	31600df4-e6dd-48ca-9f6b-8804027d8d6e	71
Jimmy Recard	59a7cb4e-d110-4593-a115-41e39d5cd1bb	847
Johnny B.	f1a9447a-fea8-450a-b06c-de77560f0f25	416
Jump + Move + Rock	cec4fae5-0834-4af7-acbb-b00715790d86	2228
Jump Into the Fog	c993be56-727f-471a-9ab1-44de66815449	662
Jumpin' Jack Flash	ae5e2e11-1be6-4767-beb2-e461842f793a	1620
Junge Roemer	f34ff3ba-d890-4d0a-b2ec-0d3716514a75	1538
Jump	99b75401-cd5c-4678-998d-1c034c94ce24	1746
Just A Thought	435cea43-addb-411e-bcf9-a0db05ae6eba	0
Jö Schau	009b3461-2c02-493a-b0c8-6db4bcc475a3	257
Koks Auf Hawaii	96a63bfd-4f84-4d71-847b-afcf91da6767	1552
La vie en rose	cb777896-2db6-413a-ae96-a91fd96331b8	922
Liebe	e3ef32e2-c79f-401d-bcb8-2022f93b4ffa	1557
Life Is a Highway	3aa798d2-4950-49d3-923a-8d7115c0849a	1738
Loft Music	9a80555a-050d-4532-a684-6831d7d0ed5a	1482
Low Rider	917b535e-01eb-45b2-ace0-b1bada913833	1752
MAKE IT NASTY	c498bb11-7825-4e43-9502-4d90bcfb1beb	1487
Microphone Phenomenal	8eb692f6-2a6a-41b8-b74f-ca17788b30e3	60
MMXII	2aae1d1f-6bc0-43e8-bb1c-fb5ac28922e8	1592
Mo' Better Blues	60d93f24-925b-46be-9d6f-453e6cb1b54c	932
Mockingbird	0f530514-9275-45f4-a5d5-0264374c1261	1503
Mood Indigo	c98cfeae-6d64-4b21-b462-ddb3913dd6d9	33
Move Higher	02cfb762-ffd1-4ad1-87da-8e0e4029e0ca	1578
Ms. Fat Booty	b3f112cf-6f97-4e3b-aa16-9b2a383f92fb	2075
MVP	66e8c481-070f-4fbb-bbc3-5e10d51d51bc	923
My Name Is	61b4d5d8-8c97-4014-bd74-3ba6acd0479d	1503
My Number	f384bd7a-da63-44a1-a2b7-b79670d76b55	252
My Romance	5efe4376-a1e3-4c38-bcc8-e0392e7f097e	5
Narcotic	d4cd402a-255b-4853-b0b1-60758b288a66	30
Never Gonna Give You Up	770cc467-8dde-4d22-bc4c-a42f91e7515e	77
Niggas in Paris	5212a44f-799d-4de9-a569-373632bfa616	19
No Sleep	ed1d1019-7193-4248-be52-631f8ace0933	1361
On Melancholy Hill	842fbdae-8839-46e6-8a02-7f500a2b6597	1474
Promises	1dc7d804-e617-49a1-92c2-680df67b126b	646
Raining Blood	a1bfd080-ef2f-42d5-8bf6-92d7fdfc623a	2107
Regulate	d439491d-8a6c-4aa5-ac29-937127059941	1968
Rhyme or Reason	65c39371-9273-4abf-a7ca-3ff90b216b28	1503
Rock & Roll Queen	0b6a4e34-4889-4170-81ed-2b04e70c0aee	876
Rockin Fire	072f71a6-1b19-41a3-b3e7-29141eafcc63	72
Definition	51a0f157-a1dd-4392-80dc-3fd174667b22	1199
Demon Days	3deb3a80-28d9-462c-bb34-f837c9363b69	1474
Der Kommissar	50b47c6e-a1da-4e40-8a2e-2d1055201597	1538
Der neue iGod	41e40b77-6970-4d53-8636-a350d4de4d75	1449
Destroy Everything	7e7b3bb8-0183-4a31-87b7-f6c71fff790d	1655
Detroit	dd02f293-eef1-4de2-8bfa-52bcba6b08de	1474
Dicey Reilly	5ce7b8fd-15f9-45ef-a555-1fdd02212e31	80
Dicks sucken	b66e4bdf-81bf-417f-85e5-3aff981b7160	1552
Die Gesellschaft ist schuld, dass ich so bin	16b3f0df-57d7-4209-8dc0-36c2ecaf48fb	1297
Die Traubenstampferin	5aa0f3a8-95c2-48d4-ae82-1432f09cf180	1552
Die Young	ec00ce9f-1d3f-43e9-bbe6-9543ec79c4da	1438
Dirty Deeds Done Dirt Cheap	66d039d2-a3d8-4e23-b001-2112f8ee1ecf	987
Disappear	8778d5e2-09c5-4428-8566-5686d40e4063	2157
DJ Turn It Up	80f3975f-c1f6-4a26-94da-34c24565f23c	667
Do It	a46af6e8-ad06-4007-a689-24e74db74e4e	2104
Do You Really Want to Hurt Me	e5585b01-5d8e-4f75-b634-c49dc1186d45	1816
Domo23	bffe1146-3d14-44cf-a507-eb87e91697e1	884
Don't	7b0b726a-4575-4ba0-be1d-3af4cf359b91	1490
Don't Keep Me Wonderin'	460283c2-7e07-4c51-841d-8ac0d1b96504	400
Don't Let Me Be Misunderstood	150b8302-bb2b-463e-a7ec-132726d3c695	112
Don't Sit Down 'Cause I've Moved Your Chair	51b42966-23f6-4728-8efd-f2abd98f8937	1501
Don't Speak	75f82744-5d4d-417c-b276-37dc4c17a98d	1937
Don't Stop	6948c38a-0ff0-4ceb-beea-7b1825f68a0e	1411
Don't Stop Movin'	bc527027-d938-413c-af65-9deb7055193f	569
Don't Wanna Be Your Girl	93ff32be-8b19-4674-bdb8-6572cec8605d	2216
Don't You (Forget About Me)	316352ac-0a96-4cfd-a5fb-d32e0344f000	600
Donald Trump	63c0d4ce-2a5d-440e-9f7b-261641768c75	1076
Doncamatic (feat. Daley)	e6fcddd2-bc3b-478e-bea7-1c4eac3d9332	1474
Donna the Prima Donna	956d0764-0016-43bf-ac62-a3fd83801c4b	1409
Dos Gardenias	3337d23e-eec6-4e8c-a279-9dcfee979719	318
Down on the Corner	7d3350a8-2c53-42e5-84ef-3445ff923beb	2143
Down Under	ac1914cb-bf51-4457-abb2-c60bcc63021d	1880
Dracula	eef12f70-f8fa-447a-a706-9645eb14be65	1474
Drank In My Cup	f0d0c67c-47c8-4964-a690-411ae15ef364	2312
Dreamer	3e387227-8bf9-49ce-abe6-01e95ba02987	1959
Dreamin'	b038fd86-21ef-4671-8592-42765f907f94	102
Drop It Like It's Hot	243cde8e-35bb-4d03-8ccf-27337a97d6d0	1379
Drunken Lullabies	2adcc900-cd6f-4cc4-885e-a356959b2276	970
Earth	5bb76d4c-4242-438d-b304-c7821f749c79	1885
Easy	9875561d-17c0-4de0-92fc-22f5c7eb253b	134
Ein Kompliment	4a7ef2eb-2829-4946-a6bb-672373f4fb0e	369
Einen Sommer lang nur tanzen	804e78f9-2ddd-4503-b6ad-784d25cfadd9	146
El Carretero	2bb9de81-6085-4a3b-9b39-403139f1f0a9	197
El Mañana	82fb29e0-7088-4f32-9aa2-90cd2d1bf2ea	1474
El Vals del Obrero	0c01fb3d-2476-4b89-ba66-d7c41326981a	2198
Electric Feel	bb8dba10-4ce2-49c5-b70f-87beaffb4b2d	2178
Elephant	92068c37-e0de-4dc6-bc09-76e1d946d05e	657
OC Beatz	5c54b001-a656-4d36-927d-de9711497699	1602
Ocean Avenue	485c24bb-6896-42c4-9432-e4e136963193	1112
Ocean's 11	654ab997-b7e2-4018-a37a-7e0be014bdce	582
Oh My Darling Don't Cry	ba79798e-1e5b-46d6-beb7-4816930513c0	652
Oh Well, Oh Well	f07fd92b-7376-4336-872e-b69468e3f5a7	1724
Oh, Pretty Woman	899fff9d-acef-4e4b-8384-19685698aa41	560
Okay	dcaaf037-d42d-4e36-87ad-abbd29ad688a	589
One Love	f38f2cdd-f813-4b28-ab31-ac68d72625d2	2137
One Love Song	1b355990-a22a-4026-96c3-ab5aced1c232	1602
One More Time	65f491fb-1816-4d97-97db-a39272f40c62	238
One Week	7922e7f2-e585-4b22-b6b3-23121a0beba6	1182
Only Time	a54d144b-f0a0-4fc2-a3d2-da5af06553c6	130
Open Road	872b5c78-6d12-4f80-8f9b-1cb595dfd356	1946
Open The Door	2c22ba0c-54a4-4ba4-8b13-1f2e8bff9135	2024
Ora Pro Nobis Lucifer	fd605fb2-27b9-4048-8070-edde8012d4b2	1187
Ordinary Girl	55c57116-c46d-4a8d-8b34-06e2da648b83	76
Organ Donor	c89dd665-8d08-4512-8ca5-a22840720360	1483
Orientierungssinn	9b2d73d2-17f6-4921-8fe7-390567caf1b2	1557
Oskar der Elefant	29adf575-de01-40b2-9c34-30437b64790c	1390
Our House	2733c3bf-12c1-40c6-9723-3ae216d5cbc6	1844
Out of the Dark	db98c4c0-742a-4c6f-a96d-54cfaa579ac5	1538
Outtathaway	1c7b0390-b36e-4e03-b2ad-6afa857e58e3	1318
Pacifier	28003c14-0440-43e4-9437-a26791e9dd57	760
Painkiller	cba34d4c-7e0e-49d7-9b01-54bc4283f62b	166
Paper Chasers	f0132804-0bed-4236-a4c5-415c840046e3	2304
Paper Trail$	8ead7130-7ff9-4491-9837-e16610d3ebdb	263
Parklife	56a8f0be-d69d-462f-815d-fe7689155750	1418
Party Up	7f4a7b9a-eaee-431d-8f99-81011b3a4253	955
Pensiero notturno	0c66648a-0350-4513-9e56-366b608b4e00	1064
Pieces	f68cfd94-5a11-4244-9764-3889a4c6a958	1153
Piledriver Waltz	b1ee5924-f4b4-4d12-b2ca-6f9e0aed8351	1501
Pionier	46666c3e-1458-4b96-a2e7-d4f9e76ae402	1565
Playing With Fire	1c730c9d-18e0-4857-9edc-66bb44189ce6	1632
Poison	b5bcde0b-373a-415d-90d7-b7dfd0745a77	1140
Poison	1f0c74c5-b3b2-43ea-8688-8afc2312b7c6	171
Poo-Tang Clan	ae4c9c17-c36e-4baa-a19b-03a41e10f177	1552
Pretty Ballad	e42a4ae4-7da0-46d8-ac50-372a2d956bcd	2299
Pretty Fly (For a White Guy)	45bf75f9-c169-47c7-babc-4fd9489bbdd8	1313
Nuvole Bianche	e6404f36-bd69-41b1-8eec-5f2c77173967	1492
R U Mine?	64745b72-5bc8-43a9-a2a3-0d20afd42d5d	1501
Teach Me How To Dougie	60f27866-8cd9-435f-a9c9-2aa220a23536	1453
Für Immer	4be28a64-7861-48c1-9004-ff0700e57f23	1447
Greensleeves	3c54d05b-d75c-4be4-b8db-aa94161a3777	1434
Two Princes	c974df91-798b-403b-ba91-e7e36b87473c	983
Primavera	5d72b7d4-d0c4-4d0d-ab7f-3a737075e1c9	1492
Take Me Out	11b7c3d2-8a49-4812-95dc-aef93c4cec37	1609
Do I Wanna Know?	f1e57531-e0df-4b3e-938f-1ae30c5b1a11	1501
Everyday I Love You Less and Less	b642887c-a879-4c41-9998-bb255f19ad46	1601
F**kin' Problems	c62bf94c-b8ad-40b3-b357-265f91e6fbe5	1546
Happy	9105d932-4624-4ee4-ab03-f23e5aa54694	1407
Nur dabei	eb58a483-c171-4bd0-9905-16351109b190	997
Paranoid	22a45a14-f464-4a18-9f19-8a3d47deb1d7	1007
Rack City	74cec97f-02ee-46ab-b93d-a66ec435b164	1487
Shoot the Runner	d9b3e636-8e3b-4c1c-9c3d-11ee6f676fd7	1618
Brianstorm	8214182b-038a-40a0-a8bf-cb05044d8f46	1501
Reptilia	8eea2d35-8fe5-4142-864d-119914cfb628	1005
Someone To Love	809b1346-ae35-4a6c-9e91-970370fa50ad	1029
Stan	60d2246d-2761-4e1f-b30b-2784f00565b1	1503
Time After Time	aead674d-2eed-4684-9cec-ad154afac70a	994
Hang With Me (Kaiserdisco Remix)	ab90efb0-8b7f-44f6-b8cb-a8fc0bbe99d3	552
Happenstance	55b7f0d0-0224-4e8b-ba12-461a39526ab1	1209
Happy Birthday	0b48097f-342e-46c6-a253-407eaea0c4a9	105
Hard Knock Life (Ghetto Anthem)	f2c14b32-ea1f-43a9-9b9d-7491f66e1b8e	19
Headlines	263560ff-c9da-4498-8da5-1800241f8799	1502
Headroom	39e8a485-7415-4f07-820e-94577accc4f5	1489
Headstones And The Walking Dead	eccb08d8-aa28-4384-aeeb-43b2dfaf4ffb	1808
Heaven Is a Place on Earth	b01f1835-3a2c-4b06-88f8-d9483a06d3b2	1188
Heaven's On Fire	1466041a-4f32-48a1-8fbb-b27d731914fd	24
Hei, Pippi Langstrumpf	8322b6c2-1c5e-42cd-8ac4-0e5b944e300e	511
Heldenplätze	1071083c-69de-470f-9c8e-60200fa72f05	1376
Hellifornia	b4758f81-fb2a-48b3-b28c-e8fd9ad0a9d6	181
Hells Bells	b6411d6b-2dca-4004-8919-e8c27ff6b286	987
Hey Du!	671c2e91-36ef-45bd-9395-914d623b9efa	594
Hey Joe	8cbfe729-28ce-4aa7-a314-abd4c4b9d4b1	2040
Hey QT	57aa72d8-ce20-4dca-afed-8378961432ac	533
Hiding Tonight	88fa8e7b-76cc-4bca-8bf5-ab59fcf1a011	1977
High Speed Dirt	aa47e0e4-efe4-42e8-885a-d4ae488d736e	2071
Highway Jones	4d7835e7-83de-43ff-8f34-ac9861c260cf	791
Homesick	07685e97-ab10-4792-b69a-7d4b5b73e565	1318
Honey	95c8d0af-c6b0-4166-8593-36399a450cbc	1580
Hong Kong	600308ab-4705-401c-a9bb-bd18ed631f58	1474
Hooligans	976a2eb1-af16-4259-9b9b-5b4984b1726c	2157
Hop Is Back	42522758-0aff-4b67-b534-58fbda136f02	992
Hot N*gga	c8609e43-3584-4524-b953-82a50651b7cd	733
Hotel California	7ac12c63-217c-4057-971b-f3c529bf76a6	854
House of Balloons / Glass Table Girls	1447bd5f-4150-4789-a46b-ded69053148a	1482
How Deep Is Your Love	a0e73698-22d1-421b-99c8-50301be0e251	387
How's It Going To Be	2fa11c99-d7cc-40cf-8343-e8001d829df7	443
Hurry Up and Wait	a1d6717b-23aa-4a9c-97c2-58ac374cbd1e	1290
Hymn for Carl	7fc3c3bf-e571-4cf3-81cc-9306e3336c9e	1103
Hypnotize	170a5bf2-8d6f-4d70-a583-c768c8ce3662	715
I Can't Help Myself (Sugar Pie, Honey Bunch)	a7d5c8b4-ef29-4c89-a4ba-a2d3d714d11b	1305
I Didn't Know About You	452ea685-e300-4276-bbf1-1da57f8735b4	1990
I Don't Think Much About Her No More	50be0ec0-f90a-4853-aac7-a57c3092d95f	1888
I Don't Want to Miss a Thing	2e2e66bd-a016-4713-bd7f-dbb4037cc9b8	306
I Found a Whistle	57dd2d16-281e-4b81-ae30-b1b95b6701f5	2178
I Found Out	15619a46-9079-46c4-ac79-4e0885f2826f	1315
I Got You (I Feel Good)	ef5865b9-984a-4a02-b2cd-714e575fa7ea	1666
I Heard It Through the Grapevine	0f1c23f2-cee4-4fbf-8a5c-08133155624e	1337
I Know You Want Me	98fec689-3d8e-499b-b9c1-555e1077c6b4	561
Miracle Mile	e9b31f5b-611a-423d-9096-57479823f6b7	1809
Mis Colegas	1a308be9-6785-4da2-87d4-b0ed14b7e92e	2198
Mishugina Mambo	807131a4-1616-4bea-bad6-ffb97398ff9c	2322
Mit dir	59551e1c-3961-4a4a-ac0c-7810e038e723	2027
Mmmbop	1e3c035f-c2c4-4d37-892b-9ba994b111e9	202
Mona Lisa	0603ecb9-38e6-4aba-a4c5-42f2e1ee5db3	756
Moneytalks	03d87116-b88c-4898-9ced-a3bcbdec1316	987
Moondust	50926f29-04af-4cd5-8c1e-215836503a92	2257
Moonwalker	f4196ce8-9863-46de-a16a-d1fc71c6128c	2144
Mop Head	e589f7ea-5728-479c-b777-d0ae8b03fe25	119
Mornington Crescent	84ceea76-2ca7-4aae-81b9-7a342f7ca13a	725
Motivational Speaker	d0affc9f-fc9b-44aa-99cc-4ed7a1c339f9	1147
Moving Pictures	bfdf2fa3-0e38-4ba1-a9b5-e21ea683d061	408
Mr Happy	54af1658-1453-4803-9c63-a28161c7b13b	208
Mr. Blue Sky	f77225d7-7c0d-4b59-91b8-9bbf89f621e4	2016
Mr. Tambourine Man	82b5d9f9-0d72-4b5b-98b6-d464a3fba17d	114
Ms. Jackson	65493c37-6583-4f7d-bb9c-56d07487da1a	1082
Muerte En Hawaii	3302f73a-7f6c-487f-a7cc-7a8a71d84457	1363
Mug Shot	57f4d1f8-0999-4675-a2c8-d942c29c370b	1722
Murder on the Dancefloor	529706c8-7ae2-4dbf-aaeb-c8a7355a63f7	362
My Kind of Woman	d38ba98c-854a-4434-afab-ba216f482c5e	2065
My Little Banana	812995f7-f12c-42c3-8aef-cb5b7b848dc6	1218
My Man	c0f70fd6-3878-4b57-818c-336fac06f10f	2241
My Own Worst Enemy	50d9157a-cea0-4359-a0e6-aea901fca645	2340
My Sweet Lord	17e13333-904b-4cad-9d01-89459252f078	180
N.Y. State of Mind	10379eff-98f9-4d43-9d5c-ae6f045069de	1045
Neue Nikes	f43ba1ce-6a62-402b-aad3-eff14793b186	1565
New Kids on the Blech	80de9f5f-debd-4ee3-a68f-18d374670971	1552
New Pair	4d101889-389a-494b-a34c-3d400f7487e7	1783
New Slaves	fa20c1c7-4ef7-4638-b7a5-46c3e86a3bc8	1550
Ni Fu Ni Fa	d68be2e3-0783-4283-a426-eadff6d3cf27	2198
No Buses	ec5da3f1-0d7a-4230-84da-7c11b2837580	1501
No Hay Nadie como Tú	827c1f9d-2eb5-4678-b197-5fc6e5e76047	1363
No Requests (feat. KRS-One)	4c4f04a0-5f65-4b62-9bde-353bb9853e6e	626
No You Girls	36d46f7d-0713-4cfa-bd18-e6c23c1766c6	1609
Nobody Home	d164fb43-d466-4019-b440-b1cb7dd88cf5	2281
Nollie Tre Flip	214246ec-fb77-4ae7-b9b0-cc7641865cb0	992
Tap Ho	adec321c-9670-4f20-b95a-f44f8d966514	1493
Worry	203d756b-34b1-46da-ad0d-96fe0285a652	1598
Début	e4abb503-b1f4-4a65-87e5-cd610889952b	1603
I giorni	20388593-9bb9-47ce-afff-203edec32c13	1492
Peer Gynt Suite No. 1, Op. 46: I. Morning Mood	24b57085-5e00-4dfa-9412-39e8cd523e1f	1608
Atlantico	60b5d510-7682-426a-a35a-1ca2090e554d	1544
20k	f90443d1-c4e5-4332-9ab7-1d11d04f1a00	1523
Ambre	d871470f-c3ce-42db-b490-8141da7babd0	1339
Long Way Down	607ca5f8-c023-4c29-bca5-0ab7d0aa822b	1346
Beyond Reality	e3d15654-09b6-4342-b95a-8a81fe2ff0bd	1514
Waves (Robin Schulz Radio Edit)	913b4327-2282-48fe-8e42-c90cba6fb7e5	1566
A Night Like This (Richie Hawtin's a Dub Like That remix)	2a2aa1ed-a415-49ba-a51b-486e39f2c3c2	1405
Opus 20	07731021-7793-40f2-a2ce-1a32c1425e21	1422
Subdue	07a0a046-cfaa-45c0-868c-0aa11523be97	1480
Oceano	40c62d71-a805-4df3-b500-0465d559fbd7	1544
Close to You	105f9745-a5ee-424b-a470-a0e7016f8651	47
Crystallize	77499444-c4b1-4635-9276-7ea8600c000d	29
Daddy Cool	fb9c5e09-b6e9-4c83-915a-44085d64e4af	929
Dancing with the Moon	ba7174d5-fdc1-44eb-bdd2-2f1d0e9c3b07	1471
Das alte Lied	6a7ef1d7-eb31-4234-bb6a-4ef32fb4ca4c	925
Die Omama	cd30abb2-3a9c-469d-be8a-565915b5577d	2171
Digital World	ac6fafd3-c399-434c-9f20-880102804526	1529
Do It Again	cd364c3c-ed66-486a-84f9-93a2ebc12aba	1759
Don't Bring Me Down	4d6e2a09-fb4a-41f0-ba67-3efdff16b0d6	2016
Don't Stop Believin'	721fb79e-0189-4690-bee9-8910c8184fc9	20
Du entschuldige - I kenn' Di	a08caf63-75ac-448d-b0eb-84769dbc0578	62
Easy Living	ebf51d2d-3229-44e5-8369-3dfbb02a84c3	940
Easy Muffin	2e468af8-670d-442b-b38a-76d564e92fdb	908
Enjoy the Silence	89f3b3a8-a63f-4d62-a9a5-fe7b740181d0	952
First of the Year (Equinox)	652b8539-3f3f-4b3a-94b9-3ec4ddcd3af4	1527
Float On	13421c69-b54f-4a9a-8db6-f8c15f1bb14b	2073
For What It's Worth	11db74b6-303b-4a82-94ce-dc77c9143592	934
Forever and for Always	bf9c6d18-f2c7-45d7-b60a-3ba143e79879	94
Fortunate Son	26b57ded-d5bd-42f8-a440-d8fd5b48c6c2	2143
From Autumn to Ashes	a0c0d394-7fc7-40e8-8e8e-99153d604432	1377
Ginger Pubes	beb614b8-ef1f-40e9-abef-b1caab07f353	1420
Girls & Boys	8a8909c0-291c-4643-977f-17d27f052154	1418
Girls Just Want to Have Fun	a316b9f7-1db8-4a77-9aeb-5e61ba4bafd9	323
Give It Up	2a490ff7-d2dd-4155-b0fa-646566d992bd	1401
Gold Digger	4d55fec1-9350-452f-9c98-fb2002fe88e5	1550
Goodbye Pork Pie Hat	cf05e83e-8f63-4196-9165-e43855467006	937
Großvater	9810f6db-5221-4844-b08b-51cfddd58dcf	1619
Headlock VIP	ccf87817-92ce-4fbc-a315-75e8f25837e4	1393
Headroom VIP	d99fbaab-3526-4b73-bb90-a558d2f515a9	1489
High You Are	63691b26-6e3b-40fa-a478-59289671b8df	1969
Hit the Road Jack	bab2430e-4fb2-4475-88c7-8e0a0d4b393e	2090
How You Remind Me	2ed6fc27-9186-4aa8-9d90-2dfec0326998	2184
I Can	9455cc2c-a248-4fd5-9df7-7d56b2c6f961	1045
I'm A Believer	29701c94-70d1-4b3d-b492-c6abca142178	1732
I'm in the Mood for Love	2ea02282-876b-4e14-84ce-e6f6c9fd5b71	2162
Take on Me	c9bf13e6-619e-4cca-ae0f-512e9a478930	1975
The Bad Touch	7df27ea2-b5f2-4dab-85cd-fd193accafdd	313
The Race	ec683090-8209-41fa-94c2-3e3bee167ce3	894
Time Has Come	d50b05eb-93eb-4386-957b-e04949b26253	1999
Timewarp VIP	4f33537f-df5d-4c57-8b7b-ea6f5e223c0e	1578
Too Late	9e5ac9e9-9fc3-4603-aa8d-fbdb64ba77a1	2174
Toxicity	4e1083c3-b577-48e9-9a56-7bbbcbb1d6e7	1394
Underneath Your Clothes	be33a477-7d63-42d1-a54e-82dbcbedd258	1429
Uptown Girl	fb173eef-ee04-40b3-b872-3c76b1e9cfc2	1991
Vindicate	4cadaf78-eca7-4039-8631-4f2f5e339838	626
Warning	c08b8fd6-9149-48fd-a64d-0e24aba959ff	715
Weck mich auf	ca3a0348-b20e-443d-8d93-6c0390be00f0	653
Without You	3cdb2aff-a172-4e71-8aae-23d8835a072a	2175
Xxplosive	0f05cc8a-ecf3-4286-abcc-5aa73e99b1a2	330
You're A Jerk	789aee26-acb5-40f9-b9db-8aaf3fbd9e8a	277
A Sunday Kind of Love	8043511e-823e-4195-be36-404474491ab3	2020
All That She Wants	fe5a8ab4-e5ea-4ffd-932b-efd0d830b2dd	304
An Tagen wie diesen	31d83f1e-3e59-437e-904b-206a1f39f802	2023
Baby Jane	418971bd-5915-43ed-9817-f6668ed69551	78
Baby, Please Don't Go	fc1c3dcc-6c56-4756-bf4f-f53c8a0891a6	2212
Beautiful Light	f9abe421-7b77-4ef8-bc23-3d4467483edd	1964
Blackbird	10f1660b-e8a5-4523-93a9-0351c0579905	967
Blue in Green	8121ce09-135d-477d-aafb-0404f1f15b78	272
Breakfast at Tiffany's	ed1f0b5e-ae47-44ff-9c70-d0db1b8fc08c	949
Breathe	2dc90b9e-718d-4e24-a0e6-d8dddb401c3b	1744
Lord Give Me a Sign	7f371054-340f-4647-b79f-1a6ee08e92ee	955
Los Idiotas	f4966491-02e3-4099-9b1a-3a353989b95c	1363
Lost In The Light	438284dd-ee75-443e-a911-30e7c4861169	1176
Loud Pipes	69d8064a-1b6e-49af-933d-3e689b380af0	541
Love for Sale	ade2b3bd-6613-4dd4-9743-4bfc6df4465e	754
Love It All	339bc822-0bfc-413a-ba23-4841d4c70ed9	418
Love Sweet Love	459adf9d-7885-4550-a7ec-dd8663c9409d	1157
Loyal To The Game	949930a6-95b1-47a3-b424-074dc02e379e	1451
M62 Song	18e44d17-d6db-4108-8f15-41a2da8d18f0	845
Make It Rain	a4c6b7b5-ea2a-4dd5-84a2-5d878516c894	1490
Make It Wit Chu	9eae93c7-db26-493a-a2d6-37cb8e06ca37	708
Make Those Move	4183bb72-7efd-43c0-b731-c0b390012a0e	221
Mambo No. 5 (A Little Bit Of...)	a1b22ab2-8ebb-4315-bc04-fc0abc4b84fb	2350
Many Men (Wish Death)	8588c220-1cab-418e-9b99-37e115755463	1026
Many Of Horror	02ebfc78-41de-4475-91db-a27e16dd9259	1195
Many Times	8b4e608c-50a0-4108-8f22-ecb71e4d3dba	655
Mardy Bum	9ba110b3-3dbe-417c-ba7b-692267455026	1501
Maria Cristina	9c6a961d-a7ed-4466-a55d-c76ae3459be7	1749
Marteria Girl	d56481be-6f97-452c-b90a-5fc13f2d7112	1565
María Cristina	0eefecb7-25de-4a11-994c-2318108a1e89	122
Me and Bobby McGee	7f699048-4411-4db7-87eb-7ad11e266d21	18
Me Vieron Cruzar	7448a2b8-ac3a-4cdf-9153-d6e3cd145174	1363
Mean To Me	f6c35449-d317-42ed-9528-b7b377c68307	86
Meanwhile Up In Heaven	22cf6eeb-6e6e-4cc2-a74c-67837aa8d04f	1601
Mein Rostock	330366b2-0285-4798-8914-ca90381495d5	1565
Mein Scout	85d03a00-1021-4ef2-b623-74762e3267a7	1602
Mein Skateboard ist wichtiger als Deutschland	eb8f2597-4e75-4bf0-8835-74117758bbb1	1297
Mein Testament	3be5b811-a286-4c7d-ab86-5535bcd0fcc0	594
Midnight Mood	f86cedbd-5c44-44e5-8086-0c415663fa1a	1103
Foxtrot Uniform Charlie Kilo	609f0dd2-3a39-417b-a42f-aa7be4503c99	313
Freiflug	4833263a-0779-4ef1-8225-d808d30bbffc	1376
Friday I'm in Love	8d9104c6-7d8e-460b-8c3d-2d797f79953d	409
Friend of Mine	db1f5bb5-f348-4523-9c79-8ee882231748	28
Friends	970717ad-1fb3-4599-b29c-cdde66d3033d	1490
Fuck You	1e96f164-382f-41cb-ba9d-4902f2343904	28
Fuera de la Atmósfera del Cráneo	f77e771b-ed9a-47dd-bdf6-752f88d89b16	1363
Fuffies im Club	4400d05e-07c7-40c0-85cb-ed501bed6ac3	594
Funky Guitar Blues	9ef3d0b3-56bd-42d8-a731-7738b2fa5c52	746
FUNNY LITTLE FROG	18c02873-10f3-4c9d-b79b-11f9a122de41	725
Fühl dich frei	13d5590a-eb16-4b7f-99f9-f9ea7f26d411	594
Gasolina	f4992365-73ee-40fe-9502-5eb6e7b9d67c	973
Gedichte und Genozide	e5f59019-eec6-4e61-84b7-8cd6521a2090	1376
Geht es uns an	308f071e-7040-4652-8560-60d0d05aeb4f	997
Genie in a Bottle	110d1487-8deb-4631-a05f-a120e42b5925	777
Gently	58b592e0-032c-4fd8-8690-3cc5ccf842d4	406
Georgia on My Mind	daf98398-870f-4049-90b9-f74763f5bc7f	2222
Get By	793fd0dd-ec39-405b-aad8-97f779eeee98	1479
Gimme the Loot	e86ee6e1-ccd4-46fe-9781-cea01aa5db92	715
Girl From the North Country	17aaf641-79aa-4478-ad0d-ee129f7a2f83	1992
Give It Away	37ab16cb-ec9c-4d72-97ed-03962edd991f	1254
Give Me Love	abe26875-6d79-40af-b26d-61093b7cad70	1490
Go All The Way	6de5f61a-15e1-4d95-83e6-b063cfacf79c	423
Go Faster	25efc28f-03bf-4cd0-9467-ea250fb17fd7	1256
Go Outside	c3cbc890-185e-412c-9c99-66fbc9dba7e8	792
Go To Her	78acd044-76b0-4f9b-88c9-ba302aa403fb	348
Goldie	11954493-5c69-44c8-8c8e-be8fe0da2afd	1546
Goldmine	d306d08c-7585-49a8-a9cf-3dc212495aa0	1105
Gonna Give Her All The Love I've Got	d27f30b6-4560-47ef-9517-40e4ba4f25c7	2268
Good Riddance (Time of Your Life)	025161a4-d925-45c9-a2aa-f34d1dcebbf7	1389
Good Times	c69e1890-9f36-41ca-8d93-2f85e61ff341	434
